,Systemnummer,MMS-ID,Volltext,Barcode,Verfasser ; GND-ID,Werktitel,Reihentitel ; Bandzählung,Haupttitel ; Titelzusatz ; Verantwortlichkeitsangabe,Bandzählung ; Titel des Bandes,Ausgabe,Verlagsort,Verlagsort normiert ; GND-ID,Druckort normiert ; GND-ID,Verleger und Drucker,Verleger normiert ; GND-ID,Drucker normiert ; GND-ID,Erscheinungsjahr,Erscheinungsjahr Sortierform,Kollation,Illustrationen,Anzahl Illustrationen,Anzahl Karten,Format,Anm. zu Illustrationen,Bibliografie,Anmerkungen,Anm. zu Kollation,Sprache,Originalsprache,Bemerkung zur Sprache,Standardnummer,Weitere Verfasser ; GND-ID,Herausgeber ; GND-ID,Übersetzer ; GND-ID,Beiträger ; GND-ID,Weitere Beteiligte ; GND-ID,Illustratoren ; GND-ID,Widmender ; GND-ID,Widmungsempfänger ; GND-ID,Art des Inhalts,Inhalt,Werke in Relation,Schlagworte,Marker,Zusammenstellung,Signatur,Standort,VD17
AC13069517,AC13069517,9958532479903338,,,,Sammlung der besten und neuesten Reisebeschreibungen in einem ausführlichen Auszuge,,"Sammlung der besten und neuesten Reisebeschreibungen in einem ausführlichen Auszuge $ worinnen eine genaue Nachricht von der Religion, Regierungsverfassung, Handlung, Sitten, natürlichen Geschichte und andern merkwürdigen Dingen verschiedner Länder und Völker gegeben wird ; Aus dem Engländischen übersetzt ; Mit vielen nützlichen Kupfern $ [herausgegeben von Johann Friedrich Zückert]",Achtzehnter Band,,Berlin,Berlin ; http://d-nb.info/gnd/4005728-8,,verlegts August Mylius,"August Mylius ; http://d-nb.info/gnd/5164056-9 $ Mylius, August ; http://d-nb.info/gnd/138422230",,1778,1778,"474 Seiten, 2 ungezählte gefaltete Blätter","1 Illustration, 1 Karte",1,1,8°,"1 Kupferstich-Karte (Tabula Itineraria sistens illam partem Terrae Yemen, Datum 1763) und 1 Kupferstich-illustration. - Titel-Vignette, Holzschnitt-Vignetten","Bibliografischer Nachweis: Griep, Reiseliteratur und Geographica, 0047 (Reihe) ; Bibliografie Reiseliteratur Eutin ; Chatzipanagioti-Sangmeister, 0768 (Niebuhr, Carsten). - Enthält zwei Auszüge von Reiseberichten",,,ger,,In Fraktur,,"Niebuhr, Carsten ; http://d-nb.info/gnd/118734784 $ Gmelin, Samuel Gottlieb ; http://d-nb.info/gnd/116685158","Zückert, Johann Friedrich",,,,"Glassbach, Christian Benjamin ; http://d-nb.info/gnd/123429811 $ Gramer, P.",,,Reisebericht,,"Niebuhr, Carsten : Reisebeschreibung nach Arabien und andern umliegenden Ländern ; http://viaf.org/viaf/9334147270626435700006 $ Gmelin, Samuel Gottlieb : Reise durch Rußland zur Untersuchung der drey Naturreiche","Niebuhr, Carsten ; Arabien ; Naher Osten ; Forschungsreise ; Geschichte 1761-1767 ; Osmanisches Reich ; Gmelin, Samuel Gottlieb ; Russland ; Forschungsreise ; Geschichte 1768-1774",TravelogueD18 Asien $ TravelogueD18 Orient,TravelogueD18 Zusammenstellung,231592-B.18 MAG $ 231.592-B.Kar UNASSIGNED,ZKAR $ ZKAR,
AC10239875,AC10239875,990034044530603338,http://data.onb.ac.at/ABO/%2BZ148208308,Z148208308,,"Voyage dans les Etats Barbaresques de Maroc, Alger, Tunis et Tripoly ; 1785",,"Reise eines französischen Officiers durch die barbarischen Staaten Maroko, Algier, Tunis und Tripolis welche zuverlässige Nachrichten und genaue Bemerkungen von diesen Ländern enthält",,,Frankfurt und Leipzig,Frankfurt am Main ; http://d-nb.info/gnd/4018118-2 $ Leipzig ; http://d-nb.info/gnd/4035206-7,,in der Christoph Weigel= und A. G. Schneiderischen Kunst= und Buchhandlung,Adam Gottlieb Schneider-Weigelsche Kunst- und Buchhandlung ; http://d-nb.info/gnd/5311115-1,,1787,1787,"112 Seiten, 1 ungezähltes mehrfach gefaltetes Blatt Karte",1 Karte,,1,8°,1 gestochene Karte. - Holzschnitt-Vignetten,"Bibliografischer Nachweis: Bibliografie Reiseliteratur Eutin ; Worldcat OCLC-838135457 ; Kainbacher, Erforschung Afrikas, S. 7. - Anonym erschienen ; Werktitel nach Vorbericht der Quelle und Bibliografie Reiseliteratur Eutin",Seite 3-4: Vorbericht,Signaturformel: A-G8,ger,fre,Aus dem Französischen übersetzt $ In Fraktur,,,,,,,,,,Reisebericht,,,Nordafrika ; Geschichte 1781-1785 ; Reise ; Algerien ; Tunesien ; Marokko,TravelogueD18 Afrika $ TravelogueD18 Orient,,"251329-B.7,2 MAG",ZFID,
AC07697212,AC07697212,990016472920603338,http://data.onb.ac.at/ABO/%2BZ69824108,Z69824108,,,,"Reisen der Portugiesen und Franzosen nach Africa und Ostindien $ oder Geschichte der ersten Entdeckung dieser Länder $ Aus dem Französischen übersetzt, und mit Anmerkungen versehen von Georg Friederich Casimir Schad",,,Nürnberg,Nürnberg ; http://d-nb.info/gnd/4042742-0,,auf Kosten der Raspischen Buchhandlung,Raspesche Buchhandlung ; http://d-nb.info/gnd/1032880260,,1789,1789,"30 ungezählte Seiten, 592 Seiten, 1 ungezähltes Blatt Bildtafel",1 Illustration,1,,8°,Die Illustration ist ein gestochenes Porträt als Frontispiz. - Holzschnitt-Vignetten im Text ; Fußnoten mit Anmerkungen,"Bibliografischer Nachweis: Bibliografie Reiseliteratur Eutin ; Engelmann 121. - Zusammenstellung von Übersetzungen (Nacherzählungen und Auszüge) von Reiseberichten und Abhandlungen. - Die Abhandlung des Pater Chanseaume wurde laut Angabe in der Quelle aus dem 2. Band der ""Memoires géographiques, physiques et historiques su l'Asie, l'Afrique et l'Amerique, par Mrs. Surgy"" übersetzt","Blatt a2a-a5b: Widmungsvorrede des Herausgebers Georg Friedrich Casimir Schad an Ludwig Eugen von Würtemberg und Teck. - Blatt a6a-b7a: Vorbericht des deutschen Herausgebers, Datum 31.09.1787","Signaturformel: a-b8, A-Z8, Aa-Oo8",ger,fre,Aus dem Französischen übersetzt $ In Fraktur,,"Chanseaume, ... $ Ussieux, Louis <<d'>> ; http://d-nb.info/gnd/100680682 $ Le Maire, Jacques-Joseph ; http://d-nb.info/gnd/122081714 $ Poncet, Charles Jacques ; http://d-nb.info/gnd/1015992544","Schad, Georg Friedrich Casimir ; http://d-nb.info/gnd/117092711","Schad, Georg Friedrich Casimir ; http://d-nb.info/gnd/117092711",,,,"Schad, Georg Friedrich Casimir ; http://d-nb.info/gnd/117092711",Ludwig Eugen ; http://d-nb.info/gnd/101076614,,,"Ussieux, Louis <<d'>> : Histoire abrégée de la découverte et de la conquête des Indes par les Portugais $ Le Maire, Jacques-Joseph : <<Les>> voyages du Sieur LeMaire aux îles Canaries, Cap-Verd, Sénégal et Gambia $ Poncet, Charles Jacques : Relation abrégée du voyage que M. Charles Jacques Poncet, médecin françois, fit en Éthiopie en 1698, 1699 et 1700 $  : Reise eines Englischen Residenten zu Gorea, nach verschiedenen Inseln an der Küste von Africa $  : Nachrichten von Ostindien, den natürlichen Zustand dieses Landes und die Handlung der Portugiesen daselbst betreffend","Afrika ; Indien ; Portugiesen ; Entdeckungsreise ; Geschichte 1415-1515 ; Afrika ; Franzosen ; Reise ; Geschichte 1680-1700 ; Indien ; Landeskunde ; Poncet, Charles Jacques ; Ägypten ; Äthiopien ; Reise ; Geschichte 1698-1700 ; Le Maire, Jacques-Joseph ; Kanarische Inseln ; Senegal ; Westafrika ; Reise ; Geschichte 1682-1683",TravelogueD18 Afrika Asien $ TravelogueD18 Orient,TravelogueD18 Zusammenstellung,364249-A MAG $ UNASSIGNED,ZKAR $ ZKAR,
AC15227266,AC15227266,9958527180403338,http://data.onb.ac.at/ABO/%2BZ124928700,Z124928700,,Sammlung merkwürdiger Reisen in das Innere von Afrika,,"Sammlung merkwürdiger Reisen in das Jnnre von Afrika $ Gesammlet und herausgegeben von Ernst Wilhelm Cuhn, Landgräfliche Hessischen Rath und Bibliothekar. Mit einer Charte",Dritter Theil,,Leipzig,Leipzig ; http://d-nb.info/gnd/4035206-7,Leipzig ; http://d-nb.info/gnd/4035206-7,bey Georg Joachim Göschen,"Göschen, Georg Joachim ; http://d-nb.info/gnd/118695916","Göschen, Georg Joachim ; http://d-nb.info/gnd/118695916",1791,1791,"8 ungezählte Seiten, 447 Seiten, 1 ungezähltes mehrfach gefaltetes Blatt Karte",1 Karte,,1,8°,Die Illustration ist 1 Kupferstich-Karte,"Bibliografischer Nachweis: Engelmann, 163 ; Bibliografie Reiseliteratur Eutin ; Kainbacher, Erforschung Afrikas, - Zusammenstellung",Ungezählte Seite 3-8: Vorredes des Herausgebers,,ger,eng,Enthält Expressionen von aus dem Englischen übersetzten Werken $ In Fraktur,,"Einsiedel, August <<von>> ; http://d-nb.info/gnd/116425385 $ Bruce, James ; http://d-nb.info/gnd/117636258","Cuhn, Ernst Wilhelm ; http://d-nb.info/gnd/11766586X",,,,,,,Reisebericht,,"Einsiedel, August <<von>> : Nachricht von den innern Ländern von Afrika, auf einer Reise nach Tunis unternommenen Reise $ Bruce, James : Travels to discover the source of the Nile ; http://viaf.org/viaf/186683665","Bruce, James ; Ostafrika ; Forschungsreise ; Geschichte 1768-1773 ; Einsiedel, August <<von>> ; Nordafrika ; Tunis ; Forschungsreise ; Geschichte 1785-1787 ; Osmanisches Reich",TravelogueD18 Afrika $ TravelogueD18 Orient,TravelogueD18 Zusammenstellung,251273-B.3 MAG,ZFID,
AC15244869,AC15244869,9958529662503338,http://data.onb.ac.at/ABO/%2BZ166487206,Z166487206,,Sammlung der merkwürdigsten Reisen in den Orient,,"Sammlung der merkwürdigsten Reisen in den Orient $ in Uebersezungen und Auszügen mit ausgewählten Kupfern und Charten, auch mit den nöthigen Einleitungen Anmerkungen und kollectiven Registern herausgegeben von H. E. G. Paulus, der Philos. und oriental. Litteratur Prof. zu Jena",Erster Theil ; mit Anmerkungen eines Naturforschers und der verbesserten D'Anvilleschen Charte von Palästina,,Jena,Jena ; http://d-nb.info/gnd/4028557-1,Jena ; http://d-nb.info/gnd/4028557-1,bey Christ. Heinr. Cunos Erben,Christian Heinrich Cuno Erben ; http://d-nb.info/gnd/6146548-3,Christian Heinrich Cuno Erben ; http://d-nb.info/gnd/6146548-3,1792,1792,"XVI Seiten, 342 Seiten, 2 ungezählte Seiten, 1 ungezähltes Blatt Bildtafel, 1 ungezähltes mehrfach gefaltetes Blatt Karte","1 Illustration, 1 Karte",1,1,8°,Die Illustrationen sind 1 Kupferstich-Plan und 1 Kupferstich-Karte,Bibliografischer Nachweis: Bibliografie Reiseliteratur Eutin. - Zusammenstellung,,,ger,fre $ eng,Enthält Expressionen von aus dem Englischen und Französischen übersetzten Werken $ In Fraktur,VD18 90204832,"Maundrell, Henry ; http://d-nb.info/gnd/132232928 $ Belon, Pierre ; http://d-nb.info/gnd/118120646","Paulus, Heinrich Eberhard Gottlob ; http://d-nb.info/gnd/115368361",,,,"Liebe, Christian Gottlob ; http://d-nb.info/gnd/122834739",,,Reisebericht,,"Maundrell, Henry : Journey from Aleppo to Jerusalem $ Belon, Pierre : Observations de plusieurs singularitez et choses memorables trouvées en Grèce, Asie, Judée, Egypte, Arabie & autres pays étranges","Maundrell, Henry ; Naher Osten ; Jerusalem ; Palästina ; Reise ; Geschichte 1697 ; Belon, Pierre ; Naher Osten ; Sinai ; Palästina ; Reise ; Geschichte 1546-1549 ; Orient ; Osmanisches Reich",TravelogueD18 Asien Afrika $ TravelogueD18 Orient,TravelogueD18 Zusammenstellung,60.K.8.(Vol.1) PRUNK,ZALT,VD18 90204832
AC15244873,AC15244873,9958529662403338,http://data.onb.ac.at/ABO/%2BZ166487309,Z166487309,,Sammlung der merkwürdigsten Reisen in den Orient,,"Sammlung der merkwürdigsten Reisen in den Orient $ in Uebersezungen und Auszügen mit ausgewählten Kupfern und Charten, auch mit den nöthigen Einleitungen Anmerkungen und kollectiven Registern herausgegeben von H. E. G. Paulus, der Philos. und oriental. Litteratur Prof. zu Jena",Zweiter Theil ; Mit Anmerkungen eines Naturforschers,,Jena,Jena ; http://d-nb.info/gnd/4028557-1,Jena ; http://d-nb.info/gnd/4028557-1,bey Christ. Heinr. Cunos Erben,Christian Heinrich Cuno Erben ; http://d-nb.info/gnd/6146548-3,Christian Heinrich Cuno Erben ; http://d-nb.info/gnd/6146548-3,1792,1792,"272 Seiten, 2 ungezählte Seiten, XV Seiten, 1 ungezähltes mehrfach gefaltetes Blatt Karte",1 Karte,,1,8°,Die Illustration ist 1 Kupferstich-Karte,"Bibliografischer Nachweise: Bibliografie Reiseliteratur Eutin ; Chatzipanagioti-Sangmeister, 0499 (Korte, Jonas). - Zusammenstellung",,,ger,fre $ ita,Enthält Expressionen von aus dem Französischen und Italienischen übersetzten Werken $ In Fraktur,,"Dandini, Girolamo ; http://d-nb.info/gnd/117622281 $ Korte, Jonas ; http://d-nb.info/gnd/139173633 $ Belon, Pierre ; http://d-nb.info/gnd/118120646","Paulus, Heinrich Eberhard Gottlob ; http://d-nb.info/gnd/115368361","Simon, Richard",,,,,,Reisebericht,,"Dandini, Girolamo : Missione apostolica al patriarca e Maroniti del Monte Libano $ Korte, Jonas : Reise nach dem gelobten Land $ Belon, Pierre : Observations de plusieurs singularitez et choses memorables trouvées en Grèce, Asie, Judée, Egypte, Arabie & autres pays étranges","Palästina ; Korte, Jonas ; Ägypten ; Syrien ; Wallfahrt ; Geschichte 1738-1739 ; Dandini, Girolamo ; Libanon ; Maroniten ; Gesandtschaft ; Geschichte 1596",TravelogueD18 Asien Afrika $ TravelogueD18 Orient,TravelogueD18 Zusammenstellung,60.K.8.(Vol.2) PRUNK,ZALT,
AC15244876,AC15244876,9958529662303338,http://data.onb.ac.at/ABO/%2BZ166487401,Z166487401,,Sammlung der merkwürdigsten Reisen in den Orient,,"Sammlung der merkwürdigsten Reisen in den Orient $ in Uebersezungen und Auszügen mit ausgewählten Kupfern und Charten, auch mit den nöthigen Einleitungen Anmerkungen und kollectiven Registern $ herausgegeben von H. E. G. Paulus , der Theologie Professor Ordinarius zu Jena",Dritter Theil,,Jena,Jena ; http://d-nb.info/gnd/4028557-1,Jena ; http://d-nb.info/gnd/4028557-1,bey Christ. Heinr. Cuno's Erben,Christian Heinrich Cuno Erben ; http://d-nb.info/gnd/6146548-3,Christian Heinrich Cuno Erben ; http://d-nb.info/gnd/6146548-3,1794,1794,"VIII, 412 Seiten, 2 ungezählte Seiten, 1 mehrfach gefaltetes ungezähltes Blatt Karte",1 Karte,,1,8°,Die Illustration ist 1 Kupferstich-Karte,Bibliografischer Nachweis: Bibliografie Reiseliteratur Eutin. - Zusammenstellung,"Vorrede des Herausgebers Heinrich Eberhard Gottlob Paulus, Datum Ostern 1794",,ger,fre,Enthält Expression von aus dem Französischen übersetztem Werk $ In Fraktur,,"Wansleben, Johann Michael ; http://d-nb.info/gnd/124386474","Paulus, Heinrich Eberhard Gottlob ; http://d-nb.info/gnd/115368361",,,,,,,Reisebericht,,"Wansleben, Johann Michael : Nouvelle relation en forme de journal d'un voyage fait en Egypte par le P. Vausleh R. D. en 1672 & 1673","Wansleben, Johann Michael ; Ägypten ; Reise ; Geschichte 1663-1665 ; Ägypten ; Topografie ; Wansleben, Johann Michael ; Ägypten ; Reise ; Geschichte 1672-1673",TravelogueD18 Afrika $ TravelogueD18 Orient,TravelogueD18 Zusammenstellung,60.K.8.(Vol.3) PRUNK,ZALT,
AC15244878,AC15244878,9958529662203338,http://data.onb.ac.at/ABO/%2BZ166487504,Z166487504,,Sammlung der merkwürdigsten Reisen in den Orient,,"Sammlung der merkwürdigsten Reisen in den Orient $ in Uebersetzungen und Auszügen mit ausgewählten Kupfern und Charten, auch mit den nöthigen Einleitungen Anmerkungen und kollectiven Registern herausgegeben von H. E. G. Paulus, der Theologie Professor Ordinarius, zu Jena",Vierter Theil ; mit Erläuterungen eines Naturforschers,,Jena,Jena ; http://d-nb.info/gnd/4028557-1,Jena ; http://d-nb.info/gnd/4028557-1,bey Wolfgang Stahl,"Stahl, Wolfgang ; http://d-nb.info/gnd/1037619919","Stahl, Wolfgang ; http://d-nb.info/gnd/1037619919",1798,1798,"XIV, 397 Seiten",,,,8°,Kein illustrierender Inhalt,"Bibliografischer Nachweis: Bibliografie Reiseliteratur Eutin. - Zusammenstellung: Bearbeitete Übersetzungen von Abschnitten aus ""Nouveaus Mémoires des Missions de la Compagnie de Jesus dans le Levant""",Vorrede des Herausgebers Heinrich Eberhard Gottlob Paulus,,ger,fre,Enthält Expressionen von aus dem Französischen übersetzten Werken $ In Fraktur,,"Belon, Pierre ; http://d-nb.info/gnd/118120646 $ Du Bernat, Guillaume ; http://d-nb.info/gnd/104059222 $ Sicard, Claude ; http://d-nb.info/gnd/104054700","Paulus, Heinrich Eberhard Gottlob ; http://d-nb.info/gnd/115368361",,,,,,,Reisebericht,,"Belon, Pierre : Observations de plusieurs singularitez et choses memorables trouvées en Grèce, Asie, Judée, Egypte, Arabie & autres pays étranges","Reise ; Mittelmeer ; Griechenland ; Belon, Pierre ; Türkei ; Griechenland ; Naher Osten ; Arabien ; Ägypten ; Reise ; Geschichte 1547-1549 ; Aleppo ; Topografie ; Damaskus ; Topografie ; Du Bernat, Guillaume ; Ägypten ; Mission ; Geschichte vor 1711 ; Sicard, Claude ; Ägypten ; Mission ; Jesuiten ; Geschichte circa 1708-1712 ; Osmanisches Reich ; Orient",TravelogueD18 Asien Europa Afrika $ TravelogueD18 Orient,TravelogueD18 Zusammenstellung,60.K.8.(Vol.4) PRUNK,ZALT,
AC15244879,AC15244879,9958529662103338,http://data.onb.ac.at/ABO/%2BZ166487607,Z166487607,,Sammlung der merkwürdigsten Reisen in den Orient,,"Sammlung der merkwürdigsten Reisen in den Orient $ in Uebersezungen und Auszügen mit ausgewählten Kupfern und Charten, auch mit den nöthigen Einleitungen Anmerkungen und kollectiven Registern $ herausgegeben von H. E. G. Paulus, der Theologie Professor Ordinarius zu Jena",Fünfter Theil,,Jena,Jena ; http://d-nb.info/gnd/4028557-1,Jena ; http://d-nb.info/gnd/4028557-1,bey Wolfgang Stahl,"Stahl, Wolfgang ; http://d-nb.info/gnd/1037619919","Stahl, Wolfgang ; http://d-nb.info/gnd/1037619919",1799,1799,"8 ungezählte Seiten, 439 Seiten",,,,8°,Kein illustrierender Inhalt,"Bibliografischer Nachweis: De Backer / Sommervogel VII, 1187. - Die Vorlage enthält 8 Briefe des Claude Sicard von seiner Mission in Ägypten als Auszüge aus den Nouveaux Memoires des Missions de la Compagnie de Iesus dans le Levant, 3 topografische Beschreibung von griechischen Inseln und 1 topografische Beschreibung des Berges Athos von Joseph Georgirenes","Vorrede des Herausgebers Heinrich Eberhard Gottlob Paulus, Datum Ostern 1799",,ger,fre $ gre,Enthält Expressionen von aus dem Französischen und Griechischen übersetzt $ In Fraktur,,"Sicard, Claude ; http://d-nb.info/gnd/104054700 $ Georgirenes, Joseph ; http://d-nb.info/gnd/128586842","Paulus, Heinrich Eberhard Gottlob ; http://d-nb.info/gnd/115368361",,,,,,,Reisebericht $ Briefsammlung,,"Georgirenes, Joseph : Perigraphē tēs parousēs katastaseōs tēs Samou, Ikarias, Patmou, kai Athōnos","Sicard, Claude ; Ägypten ; Mission ; Jesuiten ; Geschichte 1706-1727 ; Griechenland ; Topografie",TravelogueD18 Afrika Europa Asien $ TravelogueD18 Orient,TravelogueD18 Zusammenstellung,60.K.8.(Vol.5) PRUNK,ZALT,
AC08512686,AC08512686,9958529670503338,"http://data.onb.ac.at/ABO/%2BZ178476303;
http://data.onb.ac.at/ABO/%2BZ157356004","Z178476303;
Z157356004","Poiret, Jean Louis Marie ; http://d-nb.info/gnd/115438610","Voyage en Barbarie, ou lettres écrites de l'ancienne Numidie ; 1789 ; http://viaf.org/viaf/183881656",,"Reise in die Barbarey oder Briefe aus Alt=Numidien $ geschrieben in den Jahren 1785 und 1786 über die Religion, Sitten und Gebräuche der Mauren und Bedouin=Araber. Nebst einem Versuche über die Naturgeschichte dieses Landes $ von Herrn Poiret. Aus dem Französischen übersetzt, und mit Anmerkungen begleitet",Erster Theil,,Strasburg,Straßburg ; http://d-nb.info/gnd/4057878-1,Straßburg ; http://d-nb.info/gnd/4057878-1,"Jm Verlage der akademischen Buchhandlung $ Gedruckt bey Joh. Heinrich Heitz, Universit. Buchdr.",Librairie Académique ; http://d-nb.info/gnd/6146618-9,"Heitz, Johann Heinrich ; http://d-nb.info/gnd/1037503732",1789,1789,"2 ungezählte Seiten, XXIV, 365 Seiten",,,,8°,Kein illustrierender Inhalt. - Holzschnitt-Vignetten im Text,"Bibliografischer Nachweis: Engelmann 173 ; Bibliografie Reiseliteratur Eutin ; VD18 90724208 ; Kainbacher, Erforschung Afrikas, S. 358",Seite I-XXIV: Vorbericht,,ger,fre,Aus dem Französischen übersetzt $ In Fraktur,VD18 90724208,,,,,,,,,Reisebericht $ Briefsammlung,,,Reise ; Nordafrika ; Geschichte 1785-1786,TravelogueD18 Afrika $ TravelogueD18 Orient,,79.Aa.13.(Vol.1) PRUNK $ 269579-B.1 MAG,ZALT $ ZFID,VD18 90724208
AC08512695,AC08512695,9958529670403338,"http://data.onb.ac.at/ABO/%2BZ178476406;
http://data.onb.ac.at/ABO/%2BZ157356107","Z178476406;
Z157356107","Poiret, Jean Louis Marie ; http://d-nb.info/gnd/115438610","Voyage en Barbarie, ou lettres écrites de l'ancienne Numidie ; 1789 ; http://viaf.org/viaf/183881656",,"Reise in die Barbarey oder Briefe aus Alt=Numidien $ geschrieben in den Jahren 1785 und 1786 über die Religion, Sitten und Gebräuche der Mauren und Bedouin=Araber. Nebst einem Versuche über die Naturgeschichte dieses Landes $ von Herrn Poiret. Aus dem Französischen übersetzt, und mit Anmerkungen begleitet",Zweyter Theil ; [Naturgeschichte Numidiens],,Strasburg,Straßburg ; http://d-nb.info/gnd/4057878-1,Straßburg ; http://d-nb.info/gnd/4057878-1,Jm Verlage der akademischen Buchhandlung,Librairie Académique ; http://d-nb.info/gnd/6146618-9,"Heitz, Johann Heinrich ; http://d-nb.info/gnd/1037503732",1789,1789,"4 ungezählte Seiten, 267 Seiten, 1 ungezählte Seiten, 4 ungezählte Blätter Bildtafeln",4 Illustrationen,4,,8°,Die Illustrationen umfassen 4 Kupferstichillustrationen. - Holzschnitt-Vignetten im Text,"Bibliografischer Nachweis: Engelmann 173 ; Bibliografie Reiseliteratur Eutin ; VD18 90724216 ; Kainbacher, Erforschung Afrikas, S. 358. - Buchdrucker wohl wie beim 1. Band Johann Heinrich Heitz [?]",Ungezählte Seite 3-4: Nachricht des Verlegers. - Am Ende eine ungezählte Seite Verlagsprogramm (Bücheranzeige),,ger,fre,Aus dem Französischen übersetzt $ In Fraktur,VD18 90724216,,,,,,,,,Reisebericht,,,Reise ; Nordafrika ; Geschichte 1785-1786,TravelogueD18 Afrika $ TravelogueD18 Orient,,79.Aa.13.(Vol.2) PRUNK $ 269579-B.2 MAG,ZALT $ ZFID,VD18 90724216
AC10912213,AC10912213,990043683660603338,http://data.onb.ac.at/ABO/%2BZ167679000,Z167679000,,"Allerhand So Lehr- als Geist-reiche Brief, Schrifften und Reis-Beschreibungen, welche von denen Missionariis der Gesellschaft Jesu aus beyden Indien, und andern über Meer gelegenen Ländern ... angelangt seynd",,"Allerhand So Lehr= als Geist=reiche Brief/ Schrifften und Reis=Beschreibungen/ Welche von denen Missionariis Der Gesellschaft Jesu Auß Beyden Jndien/ und andern über Meer gelegegenen Ländern/ Seit Anno 1642. bis 1726. in Europa angelangt seynd. $ Jetzt zum erstenmahl Theils aus Handschrifftlichen Urkunden/ theils aus denen Französischen Lettres Edifiantes verteutscht und zusammen getragen Von Josepho Stöcklein, gedachter Gesellschafft Jesu Priester",Achter Theil ; Von Anno 1720. biß 1725. und von Numero 185. biß Num. 217. Sambt einem General-Index oder allgemeinem Zeiger,,Augspurg und Grätz,Augsburg ; http://d-nb.info/gnd/4003614-5 $ Graz ; http://d-nb.info/gnd/4021912-4,Augsburg ; http://d-nb.info/gnd/4003614-5,Verlegts Philipp/ Martin/ und Johann Veith seel. Erben,Veith ; http://d-nb.info/gnd/1090691254,Veith ; http://d-nb.info/gnd/1090691254,1726,1726,"10 ungezählte Seiten, 64 Seiten, 64 ungezählte Seiten",,,,2°,Kein illustrierender Inhalt.- Holzschnitt-Vignetten ; Initialen ; Text zweispaltig gedruckt,"Bibliografischer Nachweis: De Backer / Sommervogel. - Enthält 30 Briefe von Missionen aus Südamerika, Nordamerika, den Philippinen, China, Südostasien, Abyssinien (das heißt Äthiopien) und 1 Zusammenfassung eines Reiseberichtes, 2 Berichte","Ungezählte Seite 2: Privilegium Caesareum, gezeichnet von Maximilian Galler, Datum 30.12.1724 Wien",Gesamttitelbl. für Bund 1: Erster Bund oder die 8. Erste Theil,ger,fre $ mul,,,"Lovina, Josephus","Stöcklein, Joseph ; http://d-nb.info/gnd/133740145",,,,,,,Briefsammlung $ Reisebericht,, : ,Mission ; Jesuiten ; Philippinen ; Nordamerika ; Südamerika ; Äthiopien ; Türkei ; Geschichte 1720-1725,TravelogueD18 Südamerika Asien Afrika $ TravelogueD18 Orient,,"79.Bb.89.(Vol.1,8) PRUNK $ 79.Bb.89 UNASSIGNED",ZALT $ ZALT,
